time,id,clone_id,parent_id,size,S,R1,R2,R3
62,7,1,1,1,0.95120364,0.009145097,0.026623974,0.01302727
62,8,1,3,1,0.0012068679,0.05693959,0.9418501,3.3282367e-06
62,9,2,1,1,0.9664246,7.392265e-07,0.030713918,0.002860786
62,10,2,7,1,0.96944827,1.4791309e-05,0.015929691,0.014607189
62,11,2,7,1,0.910115,0.021689298,0.0029068806,0.0652889
62,12,2,5,1,0.95157343,0.0053412393,0.033881105,0.009204188
62,13,2,9,1,0.0022372417,2.0255615e-05,2.8961886e-05,0.99771357
62,14,2,11,1,0.9884985,0.0025396086,0.0031781534,0.0057837674
62,15,2,12,1,0.34457543,0.0015765787,0.43335953,0.22048853
62,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
62,17,2,9,1,0.922412,1.1291294e-06,0.06346233,0.014124549
62,18,2,5,1,0.980273,1.0450542e-05,0.017639538,0.0020770563
62,19,2,11,1,0.9532511,0.041573953,0.003995895,0.0011790206
62,20,2,4,1,0.9620859,0.00014701442,0.0089131305,0.028854003
62,21,2,7,1,0.9973062,0.000902024,0.0013209318,0.00047084456
62,22,2,11,1,0.9967116,0.0030911819,1.3046962e-08,0.00019724426
62,23,3,0,1,0.22622159,0.09218957,0.37957743,0.30201143
62,24,3,20,1,0.0012175583,0.28100258,0.7007346,0.017045334
62,25,3,9,1,0.994951,1.1335013e-11,0.0042523686,0.00079664873
62,26,3,23,1,0.9759268,3.3066266e-05,0.02019658,0.003843675
62,27,3,10,1,0.00012904247,1.238073e-06,1.3184762e-06,0.9998684
62,28,3,25,1,9.083262e-05,1.2343188e-10,2.361487e-08,0.99990916
62,29,4,4,1,0.99996436,3.853909e-10,4.14168e-07,3.531809e-05
62,30,4,23,1,0.0063664014,0.636503,0.33631244,0.020818125
62,31,4,25,1,0.95840067,5.046294e-09,0.00081103895,0.04078831
62,32,4,31,1,0.9837699,1.916789e-12,0.00030403846,0.015926035
62,33,4,29,1,0.9998336,1.6631225e-06,0.0001409784,2.377482e-05
62,34,4,12,1,0.04409823,1.3489364e-07,0.8761553,0.07974628
62,35,4,24,1,0.005013267,0.006937191,0.9460744,0.04197515
62,36,4,25,1,0.9999157,4.3904488e-10,7.958607e-05,4.6880095e-06
62,37,4,36,1,0.9845955,4.3838713e-06,0.00015138296,0.015248708
62,38,4,12,1,0.8606231,6.8567324e-06,0.13924077,0.00012929193
62,39,4,38,1,0.95573825,0.00018863597,0.03839281,0.005680296
62,40,4,5,1,0.9640794,0.00016917392,0.034552876,0.0011985569
62,41,4,6,1,0.8373589,0.0006253619,0.1475028,0.014512907
62,42,4,7,1,0.24262743,0.4135434,0.078891166,0.264938
62,43,4,0,1,0.2832773,0.1493918,0.26257205,0.30475882
62,44,4,3,1,0.32351887,0.23121007,0.35081068,0.094460316
62,45,4,5,1,0.9871144,7.7204436e-07,0.012884594,1.4311789e-07
62,46,4,40,1,0.9758704,0.0002587512,0.003960755,0.019910164
62,47,4,42,1,0.3444458,0.44833928,0.029058458,0.17815654
62,48,4,19,1,0.013687349,0.0013981235,0.005435515,0.979479
62,49,4,29,1,0.015222623,7.047181e-05,8.053868e-09,0.98470694
62,50,4,30,1,3.3298546e-09,0.9998845,2.8276568e-06,0.000112691385
62,51,4,33,1,0.25671786,0.1306461,0.2317231,0.380913
62,52,4,34,1,0.99995923,5.1481887e-14,4.019934e-05,6.02882e-07
62,53,4,2,1,0.7785882,0.00025692856,0.22115302,1.8868274e-06
62,54,4,13,1,0.0021122335,4.740859e-07,0.00045801126,0.9974293
62,55,4,14,1,0.904922,0.09507775,1.7700803e-10,2.688047e-07
62,56,4,15,1,0.7228358,0.0001292053,0.0024137036,0.2746214
62,57,5,26,1,0.39046815,0.60780823,0.0017162176,7.3848514e-06
62,58,5,32,1,0.957862,4.6240502e-06,0.01882364,0.023309717
62,59,5,37,1,0.9990087,2.5174494e-08,0.0002651982,0.0007261468
62,60,5,38,1,0.020850193,1.9727732e-17,0.97914976,1.3162474e-17
62,61,5,39,1,0.9885866,5.274045e-05,0.009180917,0.0021797763
62,62,5,41,1,0.00035946677,3.7316207e-07,0.99963987,2.2866415e-07
62,63,5,56,1,0.17919564,0.006281088,0.10295406,0.7115692
62,64,5,61,1,0.02051955,4.2847398e-05,0.979424,1.3587279e-05
63,0,0,-1,1,0.23411715,0.23047453,0.2395411,0.29586717
63,1,1,0,1,0.35049847,0.05539616,0.24081628,0.35328904
63,2,1,0,1,0.9739832,0.0120730195,0.0131990155,0.0007447372
63,3,1,2,1,0.37624452,0.25466776,0.31158054,0.05750712
63,4,1,1,1,0.96967256,1.0844824e-05,0.008679977,0.021636669
63,5,1,1,1,0.96664053,0.0008129258,0.026014715,0.006531871
63,6,1,1,1,0.82055247,0.0030965167,0.026318107,0.1500329
63,7,1,1,1,0.9546679,0.008519555,0.02470448,0.012107916
63,8,1,3,1,0.0012355464,0.05768346,0.94107765,3.4082188e-06
63,9,2,1,1,0.96905893,6.20932e-07,0.028329343,0.0026111756
63,10,2,7,1,0.97142226,1.3001785e-05,0.014901334,0.013663427
63,11,2,7,1,0.9211857,0.01927258,0.0024893926,0.05705237
63,12,2,5,1,0.9554889,0.0047403155,0.031422786,0.008347961
63,13,2,9,1,0.0023098856,2.084695e-05,3.0329995e-05,0.99763894
63,14,2,11,1,0.9891838,0.0023845546,0.0029918812,0.0054398053
63,15,2,12,1,0.42755204,0.0014472674,0.36628944,0.20471127
63,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
63,17,2,9,1,0.93018353,7.694228e-07,0.057601232,0.012214479
63,18,2,5,1,0.98160535,9.259542e-06,0.016499594,0.0018857858
63,19,2,11,1,0.9594562,0.036118206,0.0034243397,0.0010012753
63,20,2,4,1,0.965905,0.00012831819,0.0078095915,0.026157063
63,21,2,7,1,0.99737984,0.0008833097,0.0012784948,0.00045829613
63,22,2,11,1,0.9968714,0.0029382433,1.2123681e-08,0.0001903643
63,23,3,0,1,0.23376544,0.09396118,0.37595478,0.29631868
63,24,3,20,1,0.0012252007,0.28013065,0.70155185,0.017092295
63,25,3,9,1,0.99516076,1.0324516e-11,0.0040727,0.00076665514
63,26,3,23,1,0.9784837,2.9196039e-05,0.01798858,0.003498575
63,27,3,10,1,0.00012930334,1.2416555e-06,1.3224577e-06,0.99986815
63,28,3,25,1,9.191953e-05,1.2343904e-10,2.3829221e-08,0.9999081
63,29,4,4,1,0.99996436,3.8511389e-10,4.1400054e-07,3.5290686e-05
63,30,4,23,1,0.006656903,0.6323126,0.34007412,0.020956356
63,31,4,25,1,0.96664864,3.818291e-09,0.00071622105,0.03263519
63,32,4,31,1,0.9860238,1.7501625e-12,0.00029954055,0.013676717
63,33,4,29,1,0.99983394,1.6591167e-06,0.00014060385,2.3731245e-05
63,34,4,12,1,0.056871325,2.1423716e-07,0.8520561,0.09107243
63,35,4,24,1,0.005343805,0.0075829416,0.94397336,0.043099936
63,36,4,25,1,0.99991596,4.3760864e-10,7.9419515e-05,4.6796e-06
63,37,4,36,1,0.98612505,3.770658e-06,0.0001464828,0.013724725
63,38,4,12,1,0.8996375,4.748944e-06,0.100260936,9.688164e-05
63,39,4,38,1,0.95991576,0.00015977438,0.034823533,0.0051009627
63,40,4,5,1,0.96834815,0.00016263798,0.030329034,0.0011602741
63,41,4,6,1,0.85955733,0.0004184809,0.1285011,0.011523179
63,42,4,7,1,0.25214672,0.40560234,0.078987196,0.26326376
63,43,4,0,1,0.28920335,0.14863338,0.25706393,0.3050993
63,44,4,3,1,0.33431628,0.21936998,0.35430345,0.09201031
63,45,4,5,1,0.9883984,6.598515e-07,0.011600785,1.2058887e-07
63,46,4,40,1,0.98098814,0.0001712042,0.0035756284,0.0152649935
63,47,4,42,1,0.36934337,0.43058205,0.033632614,0.16644204
63,48,4,19,1,0.018105056,0.0018636951,0.0053315978,0.9746996
63,49,4,29,1,0.01922522,8.4679705e-05,1.0155731e-08,0.98069006
63,50,4,30,1,3.3298546e-09,0.9998845,2.8276568e-06,0.000112691385
63,51,4,33,1,0.27294776,0.11280774,0.22191809,0.3923264
63,52,4,34,1,0.99995923,5.1395747e-14,4.016516e-05,6.024084e-07
63,53,4,2,1,0.91616035,0.00023923696,0.0835992,1.0621513e-06
63,54,4,13,1,0.0022662403,5.006741e-07,0.00049280946,0.9972404
63,55,4,14,1,0.9895494,0.010450558,1.2625892e-10,1.1324661e-07
63,56,4,15,1,0.87209165,0.00014466744,0.00066049304,0.1271032
63,57,5,26,1,0.8506228,0.14417547,0.0051832064,1.8602364e-05
63,58,5,32,1,0.9657023,2.8387326e-06,0.01633138,0.017963463
63,59,5,37,1,0.9990386,2.3941515e-08,0.00025924086,0.0007021717
63,60,5,38,1,0.089377105,1.806704e-16,0.9106229,1.0007184e-16
63,61,5,39,1,0.9893378,4.7457896e-05,0.008549345,0.002065473
63,62,5,41,1,0.00036219612,3.7567446e-07,0.9996371,2.3016615e-07
63,63,5,56,1,0.3521978,0.0040476564,0.16103138,0.48272318
63,64,5,61,1,0.023602959,5.512531e-05,0.97632366,1.825315e-05
63,65,5,13,1,0.0047074654,0.008020547,0.006400767,0.98087126
63,66,5,21,1,0.93564695,0.031138888,0.033054914,0.00015929388
63,67,5,35,1,1.7207886e-07,4.6615366e-08,0.0009219577,0.9990778
63,68,5,41,1,0.78220934,0.0013766325,0.21325643,0.0031576515
63,69,5,67,1,3.953693e-10,5.243442e-13,0.003423091,0.99657685
64,0,0,-1,1,0.23590143,0.22998387,0.23894237,0.29517227
64,1,1,0,1,0.3580831,0.054826252,0.23785739,0.3492333
64,2,1,0,1,0.9750866,0.011541773,0.0126722045,0.0006993592
64,3,1,2,1,0.38799572,0.2496358,0.30364487,0.05872363
64,4,1,1,1,0.97156537,9.628665e-06,0.008149734,0.020275276
64,5,1,1,1,0.968532,0.00075370993,0.024566706,0.006147552
64,6,1,1,1,0.8426276,0.0023832407,0.022203296,0.1327859
64,7,1,1,1,0.95771015,0.007959395,0.023012178,0.011318323
64,8,1,3,1,0.0012655229,0.058452252,0.9402788,3.4918535e-06
64,9,2,1,1,0.9713596,5.2683316e-07,0.026244367,0.0023954674
64,10,2,7,1,0.9731957,1.1494039e-05,0.013977345,0.012815518
64,11,2,7,1,0.9303888,0.01722083,0.002150438,0.050239928
64,12,2,5,1,0.9593085,0.0044504367,0.028667403,0.007573601
64,13,2,9,1,0.002387158,2.1474038e-05,3.1806776e-05,0.99755955
64,14,2,11,1,0.98979914,0.002245595,0.0028244483,0.005130815
64,15,2,12,1,0.53084064,0.0011306831,0.28966516,0.1783635
64,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
64,17,2,9,1,0.9367582,5.745723e-07,0.052142534,0.011098735
64,18,2,5,1,0.9827063,8.331926e-06,0.0155470185,0.0017383287
64,19,2,11,1,0.96441126,0.03175018,0.0029757645,0.00086282886
64,20,2,4,1,0.969127,0.00010922914,0.0068329023,0.02393084
64,21,2,7,1,0.9974377,0.00086830993,0.0012454827,0.00044839983
64,22,2,11,1,0.997017,0.0027990553,1.1302487e-08,0.00018401013
64,23,3,0,1,0.24103136,0.09545051,0.37321544,0.29030272
64,24,3,20,1,0.0012329257,0.2792586,0.702369,0.017139522
64,25,3,9,1,0.9953548,9.434963e-12,0.0039064987,0.0007387571
64,26,3,23,1,0.98059374,2.6037666e-05,0.016172191,0.0032079732
64,27,3,10,1,0.00012956536,1.245254e-06,1.32646e-06,0.9998678
64,28,3,25,1,9.303256e-05,1.2344738e-10,2.4048127e-08,0.9999069
64,29,4,4,1,0.99996436,3.8483855e-10,4.1383356e-07,3.52635e-05
64,30,4,23,1,0.006971611,0.62797934,0.34395143,0.021097625
64,31,4,25,1,0.9721386,3.025246e-09,0.0006453847,0.027216056
64,32,4,31,1,0.9877259,1.6082566e-12,0.00029506837,0.011979041
64,33,4,29,1,0.9998343,1.6551331e-06,0.00014023136,2.3687931e-05
64,34,4,12,1,0.077019125,3.709398e-07,0.8173837,0.10559679
64,35,4,24,1,0.005718023,0.008333833,0.9416285,0.044319548
64,36,4,25,1,0.9999161,4.3618123e-10,7.9253754e-05,4.67124e-06
64,37,4,36,1,0.98739666,3.2834619e-06,0.0001420333,0.012458025
64,38,4,12,1,0.9236121,3.44501e-06,0.07630926,7.519038e-05
64,39,4,38,1,0.9635052,0.00013667514,0.031749107,0.0046088966
64,40,4,5,1,0.9717129,0.00015634377,0.027008258,0.0011224672
64,41,4,6,1,0.87823325,0.00028645454,0.112230435,0.009249848
64,42,4,7,1,0.2620594,0.3976018,0.078964405,0.26137444
64,43,4,0,1,0.2952593,0.14781551,0.25161457,0.30531064
64,44,4,3,1,0.3508044,0.20487598,0.36338112,0.08093857
64,45,4,5,1,0.9894673,5.713989e-07,0.01053192,1.03072594e-07
64,46,4,40,1,0.9841791,0.00012453285,0.003308929,0.01238748
64,47,4,42,1,0.39353666,0.41351292,0.035866156,0.15708427
64,48,4,19,1,0.026047766,0.0027074632,0.005179584,0.9660652
64,49,4,29,1,0.02568376,0.00010620307,1.3507079e-08,0.97421
64,50,4,30,1,3.3298673e-09,0.9998845,2.827665e-06,0.000112691596
64,51,4,33,1,0.28966853,0.09809065,0.21263455,0.39960626
64,52,4,34,1,0.99995923,5.130965e-14,4.0130966e-05,6.019369e-07
64,53,4,2,1,0.9469807,0.00021500817,0.052803468,7.569157e-07
64,54,4,13,1,0.0024434112,5.307763e-07,0.00053297466,0.99702305
64,55,4,14,1,0.99219924,0.0078006377,1.178271e-10,9.938094e-08
64,56,4,15,1,0.91497064,0.00014338538,0.00038171757,0.08450422
64,57,5,26,1,0.9475368,0.046455238,0.0059931786,1.4839492e-05
64,58,5,32,1,0.9701609,1.9742358e-06,0.014588123,0.015248958
64,59,5,37,1,0.99906677,2.2802482e-08,0.00025358004,0.000679676
64,60,5,38,1,0.95941776,1.6667811e-14,0.04058227,4.959353e-15
64,61,5,39,1,0.9900024,4.2954944e-05,0.007992343,0.001962293
64,62,5,41,1,0.00036496433,3.7822218e-07,0.9996344,2.3168883e-07
64,63,5,56,1,0.65369326,0.0009893783,0.08658777,0.25872958
64,64,5,61,1,0.028655455,6.82552e-05,0.97125185,2.4423074e-05
64,65,5,13,1,0.0050688353,0.008489123,0.00696436,0.97947764
64,66,5,21,1,0.9469356,0.024669472,0.028280009,0.000114872964
64,67,5,35,1,1.7208049e-07,4.6615718e-08,0.0009219621,0.9990778
64,68,5,41,1,0.8104005,0.0009025189,0.18650852,0.002188441
64,69,5,67,1,3.953723e-10,5.243512e-13,0.0034231169,0.99657685
64,70,5,7,1,0.9304397,0.06941407,5.3969037e-05,9.217543e-05
64,71,5,11,1,0.98636055,1.8891957e-05,3.4030388e-06,0.013617098
64,72,6,13,1,1.7207546e-07,1.919979e-09,7.731451e-13,0.9999999
64,73,6,33,1,0.88310766,0.004449896,0.11244084,1.6781945e-06
64,74,6,34,1,3.4901137e-07,2.078727e-12,2.4545108e-05,0.9999751
64,75,6,72,1,3.4800552e-05,4.8722875e-09,1.0641896e-11,0.9999652
65,0,0,-1,1,0.23770727,0.2294856,0.23833683,0.29447025
65,1,1,0,1,0.3659275,0.05450725,0.23419546,0.34536985
65,2,1,0,1,0.9762037,0.011047746,0.012089296,0.0006594174
65,3,1,2,1,0.39686266,0.24441898,0.2992513,0.059467077
65,4,1,1,1,0.97327507,8.579891e-06,0.0076614297,0.019055026
65,5,1,1,1,0.97024506,0.00070139073,0.023251994,0.0058014956
65,6,1,1,1,0.86113864,0.0018778928,0.01897311,0.118010364
65,7,1,1,1,0.96047765,0.007457087,0.021483421,0.010581812
65,8,1,3,1,0.0012968834,0.059247386,0.9394522,3.5794048e-06
65,9,2,1,1,0.9733825,4.5105915e-07,0.024409367,0.002207693
65,10,2,7,1,0.97479486,1.0214958e-05,0.013144027,0.01205083
65,11,2,7,1,0.9380817,0.015474969,0.0018734018,0.044569816
65,12,2,5,1,0.9625199,0.004057066,0.02649315,0.0069299345
65,13,2,9,1,0.0024695052,2.2140193e-05,3.3404533e-05,0.99747497
65,14,2,11,1,0.9903544,0.0021204434,0.0026732248,0.0048519154
65,15,2,12,1,0.6499805,0.000725321,0.20798492,0.14130923
65,16,2,14,1,3.4439018e-10,2.590365e-12,2.0607897e-07,0.99999976
65,17,2,9,1,0.9425615,4.1121456e-07,0.047648728,0.009789346
65,18,2,5,1,0.9836948,7.536205e-06,0.014688899,0.0016088212
65,19,2,11,1,0.9684327,0.028197255,0.0026169934,0.0007528952
65,20,2,4,1,0.9719649,9.5321164e-05,0.0060410644,0.021898642
65,21,2,7,1,0.99749315,0.00085385994,0.0012140219,0.0004389208
65,22,2,11,1,0.9971501,0.0026718632,1.0568283e-08,0.0001781213
65,23,3,0,1,0.24819437,0.09692997,0.3707847,0.28409097
65,24,3,20,1,0.0012407302,0.27838674,0.70318544,0.017187022
65,25,3,9,1,0.9955349,8.648517e-12,0.003752345,0.0007127473
65,26,3,23,1,0.9823606,2.34209e-05,0.014655818,0.002960181
65,27,3,10,1,0.00012982854,1.2488763e-06,1.3304899e-06,0.99986756
65,28,3,25,1,9.417274e-05,1.2345501e-10,2.4271687e-08,0.9999058
65,29,4,4,1,0.99996436,3.845619e-10,4.1366587e-07,3.523617e-05
65,30,4,23,1,0.00731347,0.6234953,0.34794918,0.021242054
65,31,4,25,1,0.9760657,2.475333e-09,0.000589891,0.023344465
65,32,4,31,1,0.9890577,1.4858813e-12,0.00029069465,0.010651524
65,33,4,29,1,0.9998349,1.6511691e-06,0.00013986055,2.3644767e-05
65,34,4,12,1,0.11129403,7.190271e-07,0.7647752,0.1239301
65,35,4,24,1,0.0061447895,0.00921482,0.93899286,0.045647554
65,36,4,25,1,0.9999163,4.3475937e-10,7.9088415e-05,4.662887e-06
65,37,4,36,1,0.98846895,2.8893753e-06,0.000137969,0.011390116
65,38,4,12,1,0.93931246,2.6069074e-06,0.060624707,6.0297196e-05
65,39,4,38,1,0.9666098,0.000117974385,0.029084407,0.004187766
65,40,4,5,1,0.97443545,0.0001503503,0.024328498,0.0010857676
65,41,4,6,1,0.8938706,0.00020068116,0.09841578,0.007512916
65,42,4,7,1,0.27239263,0.3895309,0.07881853,0.2592579
65,43,4,0,1,0.30138242,0.14710513,0.2460968,0.30541566
65,44,4,3,1,0.36689624,0.19127686,0.37044373,0.07138316
65,45,4,5,1,0.99036974,5.0035453e-07,0.009629717,8.918163e-08
65,46,4,40,1,0.9864131,9.559558e-05,0.0030902142,0.010401026
65,47,4,42,1,0.41975698,0.39415312,0.039669883,0.14642006
65,48,4,19,1,0.043307967,0.004559884,0.004926201,0.9472059
65,49,4,29,1,0.037449557,0.00014226507,1.9496987e-08,0.9624081
65,50,4,30,1,3.3298737e-09,0.9998845,2.8276677e-06,0.000112691705
65,51,4,33,1,0.3073057,0.08574539,0.2038241,0.4031249
65,52,4,34,1,0.99995935,5.1224192e-14,4.009704e-05,6.014682e-07
65,53,4,2,1,0.96099204,0.0001968344,0.038810622,5.926063e-07
65,54,4,13,1,0.0026492763,5.6516325e-07,0.0005798149,0.9967704
65,55,4,14,1,0.9937477,0.0062522227,1.122023e-10,9.0225e-08
65,56,4,15,1,0.93520254,0.0001257049,0.00027936767,0.06439231
65,57,5,26,1,0.9650773,0.029083898,0.005826886,1.1967103e-05
65,58,5,32,1,0.9731362,1.4843265e-06,0.013280425,0.01358191
65,59,5,37,1,0.9990933,2.1747738e-08,0.00024819133,0.0006585277
65,60,5,38,1,0.99560416,3.237631e-14,0.0043958137,7.5443725e-15
65,61,5,39,1,0.9905944,3.908347e-05,0.0074977996,0.0018686883
65,62,5,41,1,0.00036777422,3.8080606e-07,0.99963164,2.3323271e-07
65,63,5,56,1,0.887929,0.00014482543,0.03576299,0.0761632
65,64,5,61,1,0.03590414,8.750471e-05,0.963974,3.4327943e-05
65,65,5,13,1,0.005484508,0.009019171,0.007620391,0.97787595
65,66,5,21,1,0.9549416,0.020289458,0.024682391,8.655402e-05
65,67,5,35,1,1.7208149e-07,4.661616e-08,0.0009219643,0.9990778
65,68,5,41,1,0.83563757,0.000597453,0.16223668,0.0015281907
65,69,5,67,1,3.9537382e-10,5.2435514e-13,0.0034231234,0.99657685
65,70,5,7,1,0.9571097,0.042794723,3.177059e-05,6.386599e-05
65,71,5,11,1,0.9873914,1.7221402e-05,3.0814383e-06,0.012588304
65,72,6,13,1,1.7207611e-07,1.9199826e-09,7.731481e-13,0.9999999
65,73,6,33,1,0.9375581,0.0028199663,0.059621196,7.763405e-07
65,74,6,34,1,3.490187e-07,2.0787786e-12,2.454532e-05,0.9999751
65,75,6,72,1,3.483987e-05,4.8772897e-09,1.0664267e-11,0.9999652
65,76,6,17,1,0.012474142,0.023953646,0.017777894,0.9457943
65,77,7,57,1,0.9998412,9.362606e-05,5.911148e-05,6.004415e-06
65,78,7,59,1,1.0,9.723151e-22,7.350271e-12,2.7996808e-10
