time,clone_id,parent_id,mutation_size,vaf,S,R1,R2,R3,T1,T2,T3
53,10,1,2,0.023809523809523808,0.004143857,0.47958323,0.04442713,0.47184578,1.0,0.0,0.0
53,11,2,3,0.03571428571428571,0.0051843096,0.3422747,0.0021576493,0.65038335,1.0,0.0,0.0
53,12,6,4,0.047619047619047616,0.49986938,0.24980384,0.2503268,9.123964e-09,1.0,0.0,0.0
53,13,3,4,0.047619047619047616,0.9942571,0.0017318766,0.00019870959,0.0038123562,1.0,0.0,0.0
53,14,4,3,0.03571428571428571,0.53160816,0.45013902,0.017896961,0.00035589444,1.0,0.0,0.0
53,15,6,1,0.011904761904761904,0.99999976,1.6733038e-09,5.6986513e-09,1.8766853e-07,1.0,0.0,0.0
53,16,10,1,0.011904761904761904,3.984669e-09,0.00025583402,0.078591354,0.92115283,1.0,0.0,0.0
53,17,6,5,0.05952380952380952,0.9999998,8.665202e-19,1.5616999e-07,2.5764534e-12,1.0,0.0,0.0
53,18,14,1,0.011904761904761904,0.01176256,0.98823637,2.1443027e-13,1.0757393e-06,1.0,0.0,0.0
53,19,14,1,0.011904761904761904,0.58343637,0.36218026,0.05365943,0.00072390574,1.0,0.0,0.0
53,20,17,1,0.011904761904761904,0.99999917,2.9029424e-18,7.8075806e-07,1.28822664e-11,1.0,0.0,0.0
53,21,2,1,0.011904761904761904,0.99535936,0.0007983473,0.00016953606,0.0036727178,1.0,0.0,0.0
53,22,12,3,0.03571428571428571,0.33315918,0.3330718,0.33376908,1.2043465e-08,1.0,0.0,0.0
53,23,17,1,0.011904761904761904,1.0,1.4296585e-18,1.4776739e-14,8.422245e-19,1.0,0.0,0.0
53,24,1,1,0.011904761904761904,3.230043e-06,0.00030777376,0.999689,9.001271e-09,1.0,0.0,0.0
53,25,2,3,0.03571428571428571,0.30632496,0.34005144,0.02203318,0.3315904,1.0,0.0,0.0
53,26,6,1,0.011904761904761904,3.4720262e-05,1.5777248e-07,0.9999651,6.824674e-12,1.0,0.0,0.0
53,27,7,1,0.011904761904761904,0.0004502527,0.9932847,0.006081128,0.00018386074,1.0,0.0,0.0
53,28,8,1,0.011904761904761904,0.00010334141,0.9985807,0.0011787837,0.0001372026,1.0,0.0,0.0
53,29,13,3,0.03571428571428571,0.99357086,0.0016643777,3.40696e-05,0.0047307173,1.0,0.0,0.0
53,30,17,2,0.023809523809523808,1.0,2.027418e-37,4.5929455e-11,3.837235e-22,1.0,0.0,0.0
53,31,11,1,0.011904761904761904,0.0066399556,0.04281705,0.0064706183,0.94407237,1.0,0.0,0.0
53,32,25,1,0.011904761904761904,0.8990746,0.050663,0.018902209,0.03136019,1.0,0.0,0.0
53,33,1,1,0.011904761904761904,0.007488251,0.86265314,0.12668243,0.0031762212,1.0,0.0,0.0
53,34,11,1,0.011904761904761904,4.22151e-06,5.3353033e-06,1.4453494e-11,0.99999046,1.0,0.0,0.0
53,35,22,2,0.023809523809523808,2.0766816e-08,0.49960768,0.5003923,2.5206756e-20,1.0,0.0,0.0
53,36,25,1,0.011904761904761904,0.008093142,0.0318471,0.047147986,0.9129117,1.0,0.0,0.0
53,37,5,1,0.011904761904761904,0.0001398014,0.0005480973,0.9973022,0.002009861,1.0,0.0,0.0
53,38,29,2,0.023809523809523808,0.9999963,1.0865476e-06,1.3199214e-13,2.6201458e-06,1.0,0.0,0.0
53,39,30,1,0.011904761904761904,1.0,3.5454981e-37,9.18589e-11,7.67447e-22,1.0,0.0,0.0
53,40,35,1,0.011904761904761904,4.153363e-08,0.99921536,0.0007846016,5.041351e-20,1.0,0.0,0.0
53,41,38,1,0.011904761904761904,1.0,5.3565654e-09,2.6397976e-13,6.3341528e-09,1.0,0.0,0.0
